VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w
18, 16, -11.76099, -37.42125, -173.68524,  193.68524, -11.76099,  37.42125,  10.00,  193.68524, -11.86538,  37.19105,  10.00,  193.65871
19, 17, -12.44186, -35.85887, -173.44078,  193.44078, -12.44186,  35.85887,  10.00,  193.44078, -12.54918,  35.63039,  10.00,  193.41512
20, 18, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
21, 19, -11.41763, -38.76594, -173.95377,  193.95377, -11.41763,  38.76594,  10.00,  193.95377, -11.51931,  38.53507,  10.00,  193.92683
22, 16, -11.76099, -37.42125, -173.68524,  193.68524, -11.76099,  37.42125,  10.00,  193.68524, -11.86538,  37.19105,  10.00,  193.65871
23, 18, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
24, 19, -11.41763, -38.76594, -173.95377,  193.95377, -11.41763,  38.76594,  10.00,  193.95377, -11.51931,  38.53507,  10.00,  193.92683
25, 18, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
26, 20, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
27, 21, -11.28284, -40.08638, -174.299,  194.299, -11.28284,  40.08638,  10.00,  194.299, -11.3817,  39.85526,  10.00,  194.27206
28, 19, -11.41763, -38.76594, -173.95377,  193.95377, -11.41763,  38.76594,  10.00,  193.95377, -11.51931,  38.53507,  10.00,  193.92683
29, 20, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
30, 21, -11.28284, -40.08638, -174.299,  194.299, -11.28284,  40.08638,  10.00,  194.299, -11.3817,  39.85526,  10.00,  194.27206
31, 20, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
32, 22, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
33, 23, -11.35007, -41.51881, -174.74579,  194.74579, -11.35007,  41.51881,  10.00,  194.74579, -11.44573,  41.28757,  10.00,  194.71913
34, 21, -11.28284, -40.08638, -174.299,  194.299, -11.28284,  40.08638,  10.00,  194.299, -11.3817,  39.85526,  10.00,  194.27206
35, 22, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
36, 23, -11.35007, -41.51881, -174.74579,  194.74579, -11.35007,  41.51881,  10.00,  194.74579, -11.44573,  41.28757,  10.00,  194.71913
37, 22, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
38, 24, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
39, 25, -11.56271, -42.86483, -175.21651,  195.21651, -11.56271,  42.86483,  10.00,  195.21651, -11.65545,  42.63335,  10.00,  195.1904
40, 23, -11.35007, -41.51881, -174.74579,  194.74579, -11.35007,  41.51881,  10.00,  194.74579, -11.44573,  41.28757,  10.00,  194.71913
41, 24, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
42, 25, -11.56271, -42.86483, -175.21651,  195.21651, -11.56271,  42.86483,  10.00,  195.21651, -11.65545,  42.63335,  10.00,  195.1904
43, 24, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
44, 26, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
45, 27, -11.91575, -44.28492, -175.7066,  195.7066, -11.91575,  44.28492,  10.00,  195.7066, -12.00581,  44.05313,  10.00,  195.68127
46, 25, -11.56271, -42.86483, -175.21651,  195.21651, -11.56271,  42.86483,  10.00,  195.21651, -11.65545,  42.63335,  10.00,  195.1904
47, 26, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
48, 27, -11.91575, -44.28492, -175.7066,  195.7066, -11.91575,  44.28492,  10.00,  195.7066, -12.00581,  44.05313,  10.00,  195.68127
49, 26, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
50, 28, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
51, 29, -12.29702, -45.71338, -176.13672,  196.13672, -12.29702,  45.71338,  10.00,  196.13672, -12.38428,  45.48005,  10.00,  196.11272
52, 27, -11.91575, -44.28492, -175.7066,  195.7066, -11.91575,  44.28492,  10.00,  195.7066, -12.00581,  44.05313,  10.00,  195.68127
53, 28, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
54, 29, -12.29702, -45.71338, -176.13672,  196.13672, -12.29702,  45.71338,  10.00,  196.13672, -12.38428,  45.48005,  10.00,  196.11272
55, 28, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
56, 30, -11.61427, -45.81707, -176.16684,  196.16684, -11.61427,  45.81707,  10.00,  196.16684, -11.7015,  45.58263,  10.00,  196.14191
57, 29, -12.29702, -45.71338, -176.13672,  196.13672, -12.29702,  45.71338,  10.00,  196.13672, -12.38428,  45.48005,  10.00,  196.11272
58, 30, -11.61427, -45.81707, -176.16684,  196.16684, -11.61427,  45.81707,  10.00,  196.16684, -11.7015,  45.58263,  10.00,  196.14191
59, 31, -12.03091, -47.5979, -176.72734,  196.72734, -12.03091,  47.5979,  10.00,  196.72734, -12.11488,  47.3606,  10.00,  196.70441
60, 29, -12.29702, -45.71338, -176.13672,  196.13672, -12.29702,  45.71338,  10.00,  196.13672, -12.38428,  45.48005,  10.00,  196.11272
61, 31, -12.03091, -47.5979, -176.72734,  196.72734, -12.03091,  47.5979,  10.00,  196.72734, -12.11488,  47.3606,  10.00,  196.70441
62, 32, -12.75954, -47.5982, -176.66472,  196.66472, -12.75954,  47.5982,  10.00,  196.66472, -12.84362,  47.36236,  10.00,  196.64243
63, 33, -13.77528, -52.29633, -178.06502,  198.06502, -13.77528,  52.29633,  10.00,  198.06502, -13.85125,  52.0488,  10.00,  198.048
64, 32, -12.75954, -47.5982, -176.66472,  196.66472, -12.75954,  47.5982,  10.00,  196.66472, -12.84362,  47.36236,  10.00,  196.64243
65, 31, -12.03091, -47.5979, -176.72734,  196.72734, -12.03091,  47.5979,  10.00,  196.72734, -12.11488,  47.3606,  10.00,  196.70441
66, 33, -13.77528, -52.29633, -178.06502,  198.06502, -13.77528,  52.29633,  10.00,  198.06502, -13.85125,  52.0488,  10.00,  198.048
67, 31, -12.03091, -47.5979, -176.72734,  196.72734, -12.03091,  47.5979,  10.00,  196.72734, -12.11488,  47.3606,  10.00,  196.70441
68, 34, -13.05583, -52.29401, -178.13959,  198.13959, -13.05583,  52.29401,  10.00,  198.13959, -13.13147,  52.04572,  10.00,  198.12181
69, 35, -14.78781, -58.27657, -179.18829,  199.18829, -14.78781,  58.27657,  10.00,  199.18829, -14.85621,  58.01678,  10.00,  199.177
70, 33, -13.77528, -52.29633, -178.06502,  198.06502, -13.77528,  52.29633,  10.00,  198.06502, -13.85125,  52.0488,  10.00,  198.048
71, 34, -13.05583, -52.29401, -178.13959,  198.13959, -13.05583,  52.29401,  10.00,  198.13959, -13.13147,  52.04572,  10.00,  198.12181
72, 35, -14.78781, -58.27657, -179.18829,  199.18829, -14.78781,  58.27657,  10.00,  199.18829, -14.85621,  58.01678,  10.00,  199.177
73, 34, -13.05583, -52.29401, -178.13959,  198.13959, -13.05583,  52.29401,  10.00,  198.13959, -13.13147,  52.04572,  10.00,  198.12181
74, 36, -14.38505, -58.00089, -179.28218,  199.28218, -14.38505,  58.00089,  10.00,  199.28218, -14.4532,  57.74094,  10.00,  199.27031
75, 36, -14.38505, -58.00089, -179.28218,  199.28218, -14.38505,  58.00089,  10.00,  199.28218, -14.4532,  57.74094,  10.00,  199.27031
76, 37, -15.12252, -63.13117, -179.92207,  199.92207, -15.12252,  63.13117,  10.00,  199.92207, -15.18762,  62.86386,  10.00,  199.91405
77, 35, -14.78781, -58.27657, -179.18829,  199.18829, -14.78781,  58.27657,  10.00,  199.18829, -14.85621,  58.01678,  10.00,  199.177
78, 38, -12.44186, -35.85887, -173.44078,  193.44078, -12.44186,  35.85887,  10.00,  193.44078, -12.54918,  35.63039,  10.00,  193.41512
79, 39, -11.71809, -37.32932, -173.69934,  193.69934, -11.71809,  37.32932,  10.00,  193.69934, -11.82247,  37.09896,  10.00,  193.67271
80, 40, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
81, 40, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
82, 39, -11.71809, -37.32932, -173.69934,  193.69934, -11.71809,  37.32932,  10.00,  193.69934, -11.82247,  37.09896,  10.00,  193.67271
83, 41, -11.23925, -38.54704, -173.97905,  193.97905, -11.23925,  38.54704,  10.00,  193.97905, -11.34096,  38.31553,  10.00,  193.9518
84, 40, -11.68588, -37.3783, -173.67577,  193.67577, -11.68588,  37.3783,  10.00,  193.67577, -11.79037,  37.14797,  10.00,  193.64911
85, 41, -11.23925, -38.54704, -173.97905,  193.97905, -11.23925,  38.54704,  10.00,  193.97905, -11.34096,  38.31553,  10.00,  193.9518
86, 42, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
87, 42, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
88, 41, -11.23925, -38.54704, -173.97905,  193.97905, -11.23925,  38.54704,  10.00,  193.97905, -11.34096,  38.31553,  10.00,  193.9518
89, 43, -11.0603, -39.77968, -174.33826,  194.33826, -11.0603,  39.77968,  10.00,  194.33826, -11.1591,  39.5477,  10.00,  194.31091
90, 42, -11.23045, -38.74168, -173.92383,  193.92383, -11.23045,  38.74168,  10.00,  193.92383, -11.33235,  38.51043,  10.00,  193.89664
91, 43, -11.0603, -39.77968, -174.33826,  194.33826, -11.0603,  39.77968,  10.00,  194.33826, -11.1591,  39.5477,  10.00,  194.31091
92, 44, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
93, 44, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
94, 43, -11.0603, -39.77968, -174.33826,  194.33826, -11.0603,  39.77968,  10.00,  194.33826, -11.1591,  39.5477,  10.00,  194.31091
95, 45, -11.05886, -41.04845, -174.79681,  194.79681, -11.05886,  41.04845,  10.00,  194.79681, -11.15447,  40.8161,  10.00,  194.76965
96, 44, -11.02007, -40.17471, -174.27278,  194.27278, -11.02007,  40.17471,  10.00,  194.27278, -11.11898,  39.94294,  10.00,  194.24547
97, 45, -11.05886, -41.04845, -174.79681,  194.79681, -11.05886,  41.04845,  10.00,  194.79681, -11.15447,  40.8161,  10.00,  194.76965
98, 46, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
99, 46, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
100, 45, -11.05886, -41.04845, -174.79681,  194.79681, -11.05886,  41.04845,  10.00,  194.79681, -11.15447,  40.8161,  10.00,  194.76965
101, 47, -11.21439, -42.2692, -175.31967,  195.31967, -11.21439,  42.2692,  10.00,  195.31967, -11.30691,  42.03641,  10.00,  195.29294
102, 46, -10.97298, -41.63219, -174.71597,  194.71597, -10.97298,  41.63219,  10.00,  194.71597, -11.06875,  41.40009,  10.00,  194.68884
103, 47, -11.21439, -42.2692, -175.31967,  195.31967, -11.21439,  42.2692,  10.00,  195.31967, -11.30691,  42.03641,  10.00,  195.29294
104, 48, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
105, 48, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
106, 47, -11.21439, -42.2692, -175.31967,  195.31967, -11.21439,  42.2692,  10.00,  195.31967, -11.30691,  42.03641,  10.00,  195.29294
107, 49, -11.51332, -43.61869, -175.85724,  195.85724, -11.51332,  43.61869,  10.00,  195.85724, -11.60289,  43.38529,  10.00,  195.83116
108, 48, -11.06185, -42.96074, -175.20386,  195.20386, -11.06185,  42.96074,  10.00,  195.20386, -11.15452,  42.72818,  10.00,  195.17708
109, 49, -11.51332, -43.61869, -175.85724,  195.85724, -11.51332,  43.61869,  10.00,  195.85724, -11.60289,  43.38529,  10.00,  195.83116
110, 50, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
111, 50, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
112, 49, -11.51332, -43.61869, -175.85724,  195.85724, -11.51332,  43.61869,  10.00,  195.85724, -11.60289,  43.38529,  10.00,  195.83116
113, 51, -11.88074, -44.8694, -176.31876,  196.31876, -11.88074,  44.8694,  10.00,  196.31876, -11.96759,  44.63446,  10.00,  196.29385
114, 50, -11.30284, -44.43289, -175.7202,  195.7202, -11.30284,  44.43289,  10.00,  195.7202, -11.39275,  44.19984,  10.00,  195.69412
115, 51, -11.88074, -44.8694, -176.31876,  196.31876, -11.88074,  44.8694,  10.00,  196.31876, -11.96759,  44.63446,  10.00,  196.29385
116, 52, -11.61427, -45.81707, -176.16684,  196.16684, -11.61427,  45.81707,  10.00,  196.16684, -11.7015,  45.58263,  10.00,  196.14191
117, 52, -11.61427, -45.81707, -176.16684,  196.16684, -11.61427,  45.81707,  10.00,  196.16684, -11.7015,  45.58263,  10.00,  196.14191
118, 51, -11.88074, -44.8694, -176.31876,  196.31876, -11.88074,  44.8694,  10.00,  196.31876, -11.96759,  44.63446,  10.00,  196.29385
119, 53, -12.4665, -46.69791, -177.00621,  197.00621, -12.4665,  46.69791,  10.00,  197.00621, -12.54918,  46.45937,  10.00,  196.98338
120, 52, -11.61427, -45.81707, -176.16684,  196.16684, -11.61427,  45.81707,  10.00,  196.16684, -11.7015,  45.58263,  10.00,  196.14191
121, 53, -12.4665, -46.69791, -177.00621,  197.00621, -12.4665,  46.69791,  10.00,  197.00621, -12.54918,  46.45937,  10.00,  196.98338
122, 54, -12.03091, -47.5979, -176.72734,  196.72734, -12.03091,  47.5979,  10.00,  196.72734, -12.11488,  47.3606,  10.00,  196.70441
123, 55, -16.41161, -69.89381, -178.16182,  198.16182, -16.41161,  69.89381,  10.00,  198.16182, -16.5937,  69.60806,  10.00,  198.08163
124, 56, -15.65955, -67.34218, -177.87659,  197.87659, -15.65955,  67.34218,  10.00,  197.87659, -15.84711,  67.0554,  10.00,  197.79407
125, 57, -16.5798, -69.80976, -178.22806,  198.22806, -16.5798,  69.80976,  10.00,  198.22806, -16.76256,  69.52415,  10.00,  198.14755
126, 58, -16.72968, -72.30122, -178.30763,  198.30763, -16.72968,  72.30122,  10.00,  198.30763, -16.90582,  72.01505,  10.00,  198.23001
127, 55, -16.41161, -69.89381, -178.16182,  198.16182, -16.41161,  69.89381,  10.00,  198.16182, -16.5937,  69.60806,  10.00,  198.08163
128, 57, -16.5798, -69.80976, -178.22806,  198.22806, -16.5798,  69.80976,  10.00,  198.22806, -16.76256,  69.52415,  10.00,  198.14755
129, 58, -16.72968, -72.30122, -178.30763,  198.30763, -16.72968,  72.30122,  10.00,  198.30763, -16.90582,  72.01505,  10.00,  198.23001
130, 57, -16.5798, -69.80976, -178.22806,  198.22806, -16.5798,  69.80976,  10.00,  198.22806, -16.76256,  69.52415,  10.00,  198.14755
131, 59, -17.01097, -72.17061, -178.42986,  198.42986, -17.01097,  72.17061,  10.00,  198.42986, -17.18827,  71.8845,  10.00,  198.35167
132, 60, -16.89173, -74.90598, -178.47591,  198.47591, -16.89173,  74.90598,  10.00,  198.47591, -17.06155,  74.61736,  10.00,  198.40111
133, 58, -16.72968, -72.30122, -178.30763,  198.30763, -16.72968,  72.30122,  10.00,  198.30763, -16.90582,  72.01505,  10.00,  198.23001
134, 59, -17.01097, -72.17061, -178.42986,  198.42986, -17.01097,  72.17061,  10.00,  198.42986, -17.18827,  71.8845,  10.00,  198.35167
135, 60, -16.89173, -74.90598, -178.47591,  198.47591, -16.89173,  74.90598,  10.00,  198.47591, -17.06155,  74.61736,  10.00,  198.40111
136, 59, -17.01097, -72.17061, -178.42986,  198.42986, -17.01097,  72.17061,  10.00,  198.42986, -17.18827,  71.8845,  10.00,  198.35167
137, 61, -17.29269, -74.72466, -178.65933,  198.65933, -17.29269,  74.72466,  10.00,  198.65933, -17.46421,  74.43583,  10.00,  198.58376
138, 62, -16.92295, -78.20763, -178.62517,  198.62517, -16.92295,  78.20763,  10.00,  198.62517, -17.08442,  77.91508,  10.00,  198.55426
139, 60, -16.89173, -74.90598, -178.47591,  198.47591, -16.89173,  74.90598,  10.00,  198.47591, -17.06155,  74.61736,  10.00,  198.40111
140, 61, -17.29269, -74.72466, -178.65933,  198.65933, -17.29269,  74.72466,  10.00,  198.65933, -17.46421,  74.43583,  10.00,  198.58376
141, 62, -16.92295, -78.20763, -178.62517,  198.62517, -16.92295,  78.20763,  10.00,  198.62517, -17.08442,  77.91508,  10.00,  198.55426
142, 61, -17.29269, -74.72466, -178.65933,  198.65933, -17.29269,  74.72466,  10.00,  198.65933, -17.46421,  74.43583,  10.00,  198.58376
143, 63, -17.49687, -78.04646, -178.8716,  198.8716, -17.49687,  78.04646,  10.00,  198.8716, -17.66044,  77.75371,  10.00,  198.79965
144, 64, -17.60309, -81.57458, -179.08226,  199.08226, -17.60309,  81.57458,  10.00,  199.08226, -17.75831,  81.27631,  10.00,  199.01465
145, 62, -16.92295, -78.20763, -178.62517,  198.62517, -16.92295,  78.20763,  10.00,  198.62517, -17.08442,  77.91508,  10.00,  198.55426
146, 63, -17.49687, -78.04646, -178.8716,  198.8716, -17.49687,  78.04646,  10.00,  198.8716, -17.66044,  77.75371,  10.00,  198.79965
147, 64, -17.60309, -81.57458, -179.08226,  199.08226, -17.60309,  81.57458,  10.00,  199.08226, -17.75831,  81.27631,  10.00,  199.01465
148, 65, -16.8415, -81.70342, -178.76788,  198.76788, -16.8415,  81.70342,  10.00,  198.76788, -16.99418,  81.40556,  10.00,  198.70157
149, 62, -16.92295, -78.20763, -178.62517,  198.62517, -16.92295,  78.20763,  10.00,  198.62517, -17.08442,  77.91508,  10.00,  198.55426
150, 66, -16.65767, -85.92751, -178.87231,  198.87231, -16.65767,  85.92751,  10.00,  198.87231, -16.79949,  85.62336,  10.00,  198.8123
151, 65, -16.8415, -81.70342, -178.76788,  198.76788, -16.8415,  81.70342,  10.00,  198.76788, -16.99418,  81.40556,  10.00,  198.70157
152, 64, -17.60309, -81.57458, -179.08226,  199.08226, -17.60309,  81.57458,  10.00,  199.08226, -17.75831,  81.27631,  10.00,  199.01465
153, 66, -16.65767, -85.92751, -178.87231,  198.87231, -16.65767,  85.92751,  10.00,  198.87231, -16.79949,  85.62336,  10.00,  198.8123
154, 64, -17.60309, -81.57458, -179.08226,  199.08226, -17.60309,  81.57458,  10.00,  199.08226, -17.75831,  81.27631,  10.00,  199.01465
155, 67, -17.66923, -85.85621, -179.29396,  199.29396, -17.66923,  85.85621,  10.00,  199.29396, -17.81427,  85.55083,  10.00,  199.23233
156, 68, -16.47163, -90.6609, -178.93414,  198.93414, -16.47163,  90.6609,  10.00,  198.93414, -16.59709,  90.35294,  10.00,  198.88379
157, 66, -16.65767, -85.92751, -178.87231,  198.87231, -16.65767,  85.92751,  10.00,  198.87231, -16.79949,  85.62336,  10.00,  198.8123
158, 67, -17.66923, -85.85621, -179.29396,  199.29396, -17.66923,  85.85621,  10.00,  199.29396, -17.81427,  85.55083,  10.00,  199.23233
159, 68, -16.47163, -90.6609, -178.93414,  198.93414, -16.47163,  90.6609,  10.00,  198.93414, -16.59709,  90.35294,  10.00,  198.88379
160, 67, -17.66923, -85.85621, -179.29396,  199.29396, -17.66923,  85.85621,  10.00,  199.29396, -17.81427,  85.55083,  10.00,  199.23233
161, 69, -17.54801, -90.60577, -179.48067,  199.48067, -17.54801,  90.60577,  10.00,  199.48067, -17.67762,  90.29305,  10.00,  199.42867
162, 70, -16.21934, -96.0107, -179.18347,  199.18347, -16.21934,  96.0107,  10.00,  199.18347, -16.33141,  95.69492,  10.00,  199.14363
163, 68, -16.47163, -90.6609, -178.93414,  198.93414, -16.47163,  90.6609,  10.00,  198.93414, -16.59709,  90.35294,  10.00,  198.88379
164, 69, -17.54801, -90.60577, -179.48067,  199.48067, -17.54801,  90.60577,  10.00,  199.48067, -17.67762,  90.29305,  10.00,  199.42867
165, 70, -16.21934, -96.0107, -179.18347,  199.18347, -16.21934,  96.0107,  10.00,  199.18347, -16.33141,  95.69492,  10.00,  199.14363
166, 69, -17.54801, -90.60577, -179.48067,  199.48067, -17.54801,  90.60577,  10.00,  199.48067, -17.67762,  90.29305,  10.00,  199.42867
167, 71, -17.31393, -96.30457, -179.59729,  199.59729, -17.31393,  96.30457,  10.00,  199.59729, -17.42904,  95.98769,  10.00,  199.55659
168, 72, -16.01729, -101.63858, -179.36491,  199.36491, -16.01729,  101.63858,  10.00,  199.36491, -16.11947,  101.32702,  10.00,  199.3343
169, 70, -16.21934, -96.0107, -179.18347,  199.18347, -16.21934,  96.0107,  10.00,  199.18347, -16.33141,  95.69492,  10.00,  199.14363
170, 71, -17.31393, -96.30457, -179.59729,  199.59729, -17.31393,  96.30457,  10.00,  199.59729, -17.42904,  95.98769,  10.00,  199.55659
171, 72, -16.01729, -101.63858, -179.36491,  199.36491, -16.01729,  101.63858,  10.00,  199.36491, -16.11947,  101.32702,  10.00,  199.3343
172, 71, -17.31393, -96.30457, -179.59729,  199.59729, -17.31393,  96.30457,  10.00,  199.59729, -17.42904,  95.98769,  10.00,  199.55659
173, 73, -17.24233, -104.62441, -179.91953,  199.91953, -17.24233,  104.62441,  10.00,  199.91953, -17.34287,  104.33208,  10.00,  199.89301
174, 74, -15.67988, -108.47864, -179.98456,  199.98456, -15.67988,  108.47864,  10.00,  199.98456, -15.78221,  108.17747,  10.00,  199.95847
175, 72, -16.01729, -101.63858, -179.36491,  199.36491, -16.01729,  101.63858,  10.00,  199.36491, -16.11947,  101.32702,  10.00,  199.3343
176, 73, -17.24233, -104.62441, -179.91953,  199.91953, -17.24233,  104.62441,  10.00,  199.91953, -17.34287,  104.33208,  10.00,  199.89301
177, 75, -15.52428, -53.58896, -180.66322,  200.66322, -15.52428,  53.58896,  10.00,  200.66322, -15.58738,  53.3206,  10.00,  200.65092
178, 76, -16.07495, -54.25305, -181.19235,  201.19235, -16.07495,  54.25305,  10.00,  201.19235, -16.13568,  53.98008,  10.00,  201.18141
179, 77, -15.9006, -54.49995, -181.12863,  201.12863, -15.9006,  54.49995,  10.00,  201.12863, -15.96159,  54.22739,  10.00,  201.11765
180, 77, -15.9006, -54.49995, -181.12863,  201.12863, -15.9006,  54.49995,  10.00,  201.12863, -15.96159,  54.22739,  10.00,  201.11765
181, 76, -16.07495, -54.25305, -181.19235,  201.19235, -16.07495,  54.25305,  10.00,  201.19235, -16.13568,  53.98008,  10.00,  201.18141
182, 78, -16.55619, -55.32512, -181.55194,  201.55194, -16.55619,  55.32512,  10.00,  201.55194, -16.61537,  55.04879,  10.00,  201.54242
183, 77, -15.9006, -54.49995, -181.12863,  201.12863, -15.9006,  54.49995,  10.00,  201.12863, -15.96159,  54.22739,  10.00,  201.11765
