VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w, _output3.x, _output3.y
4398, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4399, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4400, 6726, -5.59636, -96.95849, -177.85484,  197.85484, -5.59636,  96.95849,  10.00,  197.85484, -5.70202,  96.67448,  10.00,  197.82718,  0.47485,  0.81152
4401, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4402, 6729, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.45947,  0.81299
4403, 6727, -5.63069, -96.87898, -178.05647,  198.05647, -5.63069,  96.87898,  10.00,  198.05647, -5.73617,  96.59504,  10.00,  198.02882,  0.46753,  0.81982
4404, 6730, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.44922,  0.80518
4405, 6729, -6.06337, -97.24729, -178.0345,  198.0345, -6.06337,  97.24729,  10.00,  198.0345, -6.16885,  96.96341,  10.00,  198.00694,  0.45947,  0.81299
4406, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4407, 6730, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.44922,  0.80518
4408, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4409, 6731, -6.5138, -97.66014, -177.71706,  197.71706, -6.5138,  97.66014,  10.00,  197.71706, -6.61954,  97.37626,  10.00,  197.68956,  0.45581,  0.7915
4410, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4411, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4412, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4413, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4414, 6731, -6.5138, -97.66014, -177.71706,  197.71706, -6.5138,  97.66014,  10.00,  197.71706, -6.61954,  97.37626,  10.00,  197.68956,  0.45581,  0.7915
4415, 6728, -6.03291, -97.35817, -177.78998,  197.78998, -6.03291,  97.35817,  10.00,  197.78998, -6.13861,  97.0742,  10.00,  197.76237,  0.46606,  0.80078
4416, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4417, 6730, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.44922,  0.80518
4418, 6731, -6.5138, -97.66014, -177.71706,  197.71706, -6.5138,  97.66014,  10.00,  197.71706, -6.61954,  97.37626,  10.00,  197.68956,  0.45581,  0.7915
4419, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4420, 6734, -7.13725, -97.90352, -177.9655,  197.9655, -7.13725,  97.90352,  10.00,  197.9655, -7.24276,  97.61981,  10.00,  197.93816,  0.43579,  0.79688
4421, 6730, -6.5518, -97.56075, -177.99397,  197.99397, -6.5518,  97.56075,  10.00,  197.99397, -6.65729,  97.27695,  10.00,  197.96651,  0.44922,  0.80518
4422, 6735, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.4231,  0.79004
4423, 6734, -7.13725, -97.90352, -177.9655,  197.9655, -7.13725,  97.90352,  10.00,  197.9655, -7.24276,  97.61981,  10.00,  197.93816,  0.43579,  0.79688
4424, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4425, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4426, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4427, 6731, -6.5138, -97.66014, -177.71706,  197.71706, -6.5138,  97.66014,  10.00,  197.71706, -6.61954,  97.37626,  10.00,  197.68956,  0.45581,  0.7915
4428, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4429, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4430, 6731, -6.5138, -97.66014, -177.71706,  197.71706, -6.5138,  97.66014,  10.00,  197.71706, -6.61954,  97.37626,  10.00,  197.68956,  0.45581,  0.7915
4431, 6735, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.4231,  0.79004
4432, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4433, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4434, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4435, 6738, -6.88646, -98.81963, -177.59451,  197.59451, -6.88646,  98.81963,  10.00,  197.59451, -6.99225,  98.53568,  10.00,  197.56697,  0.45044,  0.76953
4436, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4437, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4438, 6733, -7.05851, -97.93523, -177.66644,  197.66644, -7.05851,  97.93523,  10.00,  197.66644, -7.16429,  97.65141,  10.00,  197.63905,  0.44312,  0.78223
4439, 6738, -6.88646, -98.81963, -177.59451,  197.59451, -6.88646,  98.81963,  10.00,  197.59451, -6.99225,  98.53568,  10.00,  197.56697,  0.45044,  0.76953
4440, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4441, 6738, -6.88646, -98.81963, -177.59451,  197.59451, -6.88646,  98.81963,  10.00,  197.59451, -6.99225,  98.53568,  10.00,  197.56697,  0.45044,  0.76953
4442, 6739, -7.58553, -99.08845, -177.52774,  197.52774, -7.58553,  99.08845,  10.00,  197.52774, -7.69137,  98.80464,  10.00,  197.50038,  0.43677,  0.76074
4443, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4444, 6739, -7.58553, -99.08845, -177.52774,  197.52774, -7.58553,  99.08845,  10.00,  197.52774, -7.69137,  98.80464,  10.00,  197.50038,  0.43677,  0.76074
4445, 6740, -8.27434, -99.30582, -177.52397,  197.52397, -8.27434,  99.30582,  10.00,  197.52397, -8.38017,  99.02213,  10.00,  197.49677,  0.4209,  0.75146
4446, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4447, 6741, -6.31013, -98.20805, -177.65958,  197.65958, -6.31013,  98.20805,  10.00,  197.65958, -6.41589,  97.92408,  10.00,  197.63194,  0.46167,  0.78418
4448, 6738, -6.88646, -98.81963, -177.59451,  197.59451, -6.88646,  98.81963,  10.00,  197.59451, -6.99225,  98.53568,  10.00,  197.56697,  0.45044,  0.76953
4449, 6741, -6.31013, -98.20805, -177.65958,  197.65958, -6.31013,  98.20805,  10.00,  197.65958, -6.41589,  97.92408,  10.00,  197.63194,  0.46167,  0.78418
4450, 6742, -6.26556, -98.41275, -177.66597,  197.66597, -6.26556,  98.41275,  10.00,  197.66597, -6.37131,  98.12878,  10.00,  197.63831,  0.46313,  0.78223
4451, 6738, -6.88646, -98.81963, -177.59451,  197.59451, -6.88646,  98.81963,  10.00,  197.59451, -6.99225,  98.53568,  10.00,  197.56697,  0.45044,  0.76953
4452, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4453, 6741, -6.31013, -98.20805, -177.65958,  197.65958, -6.31013,  98.20805,  10.00,  197.65958, -6.41589,  97.92408,  10.00,  197.63194,  0.46167,  0.78418
4454, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4455, 6742, -6.26556, -98.41275, -177.66597,  197.66597, -6.26556,  98.41275,  10.00,  197.66597, -6.37131,  98.12878,  10.00,  197.63831,  0.46313,  0.78223
4456, 6741, -6.31013, -98.20805, -177.65958,  197.65958, -6.31013,  98.20805,  10.00,  197.65958, -6.41589,  97.92408,  10.00,  197.63194,  0.46167,  0.78418
4457, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4458, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4459, 6736, -6.36464, -98.05323, -177.67719,  197.67719, -6.36464,  98.05323,  10.00,  197.67719, -6.4704,  97.76932,  10.00,  197.6496,  0.46021,  0.78613
4460, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4461, 6742, -6.26556, -98.41275, -177.66597,  197.66597, -6.26556,  98.41275,  10.00,  197.66597, -6.37131,  98.12878,  10.00,  197.63831,  0.46313,  0.78223
4462, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4463, 6744, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.4729,  0.79199
4464, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4465, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4466, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4467, 6744, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.4729,  0.79199
4468, 6743, -5.84321, -97.79711, -177.74142,  197.74142, -5.84321,  97.79711,  10.00,  197.74142, -5.94892,  97.51308,  10.00,  197.71373,  0.47144,  0.79346
4469, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4470, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4471, 6732, -5.88658, -97.65717, -177.76561,  197.76561, -5.88658,  97.65717,  10.00,  197.76561, -5.99228,  97.37317,  10.00,  197.73793,  0.47021,  0.79541
4472, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4473, 6744, -5.8005, -98.00707, -177.73347,  197.73347, -5.8005,  98.00707,  10.00,  197.73347, -5.90622,  97.72309,  10.00,  197.70573,  0.4729,  0.79199
4474, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4475, 6746, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.48413,  0.80273
4476, 6746, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.48413,  0.80273
4477, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4478, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4479, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4480, 6745, -5.42386, -97.26927, -177.81557,  197.81557, -5.42386,  97.26927,  10.00,  197.81557, -5.52954,  96.98522,  10.00,  197.78781,  0.48218,  0.80566
4481, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4482, 6746, -5.3624, -97.49174, -177.81728,  197.81728, -5.3624,  97.49174,  10.00,  197.81728, -5.46806,  97.20767,  10.00,  197.78947,  0.48413,  0.80273
4483, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4484, 6748, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.48926,  0.80957
4485, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4486, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4487, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4488, 6750, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.47949,  0.80762
4489, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4490, 6725, -5.44386, -97.13722, -177.84395,  197.84395, -5.44386,  97.13722,  10.00,  197.84395, -5.54952,  96.8532,  10.00,  197.81621,  0.47949,  0.80762
4491, 6750, -5.40618, -97.20177, -177.88437,  197.88437, -5.40618,  97.20177,  10.00,  197.88437, -5.5118,  96.9177,  10.00,  197.85663,  0.47949,  0.80762
4492, 6751, -5.15661, -96.92287, -177.87753,  197.87753, -5.15661,  96.92287,  10.00,  197.87753, -5.26225,  96.63879,  10.00,  197.84975,  0.48535,  0.81152
4493, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4494, 6752, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.48926,  0.81689
4495, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4496, 6751, -5.15661, -96.92287, -177.87753,  197.87753, -5.15661,  96.92287,  10.00,  197.87753, -5.26225,  96.63879,  10.00,  197.84975,  0.48535,  0.81152
4497, 6748, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.48926,  0.80957
4498, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4499, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4500, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4501, 6747, -5.13222, -96.92889, -177.8531,  197.8531, -5.13222,  96.92889,  10.00,  197.8531, -5.23788,  96.64478,  10.00,  197.8253,  0.48755,  0.81055
4502, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4503, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4504, 6749, -5.16766, -96.89954, -177.87587,  197.87587, -5.16766,  96.89954,  10.00,  197.87587, -5.2733,  96.61546,  10.00,  197.84808,  0.48584,  0.81104
4505, 6752, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.48926,  0.81689
4506, 6748, -5.11057, -97.10891, -177.85448,  197.85448, -5.11057,  97.10891,  10.00,  197.85448, -5.21622,  96.82484,  10.00,  197.82666,  0.48926,  0.80957
4507, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4508, 6754, -4.86812, -96.72826, -177.85547,  197.85547, -4.86812,  96.72826,  10.00,  197.85547, -4.97378,  96.44414,  10.00,  197.82764,  0.49194,  0.81641
4509, 6755, -4.70276, -96.51466, -177.84621,  197.84621, -4.70276,  96.51466,  10.00,  197.84621, -4.80845,  96.23047,  10.00,  197.81834,  0.49194,  0.82275
4510, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4511, 6752, -4.90203, -96.65428, -177.86473,  197.86473, -4.90203,  96.65428,  10.00,  197.86473, -5.0077,  96.37015,  10.00,  197.8369,  0.48926,  0.81689
4512, 6755, -4.70276, -96.51466, -177.84621,  197.84621, -4.70276,  96.51466,  10.00,  197.84621, -4.80845,  96.23047,  10.00,  197.81834,  0.49194,  0.82275
4513, 6754, -4.86812, -96.72826, -177.85547,  197.85547, -4.86812,  96.72826,  10.00,  197.85547, -4.97378,  96.44414,  10.00,  197.82764,  0.49194,  0.81641
4514, 6753, -4.88309, -96.67168, -177.85493,  197.85493, -4.88309,  96.67168,  10.00,  197.85493, -4.98876,  96.38756,  10.00,  197.8271,  0.48999,  0.81641
4515, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4516, 6735, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.4231,  0.79004
4517, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4518, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4519, 6757, -8.33435, -98.2877, -177.97896,  197.97896, -8.33435,  98.2877,  10.00,  197.97896, -8.43983,  98.0042,  10.00,  197.9519,  0.4082,  0.78271
4520, 6735, -7.74223, -98.13914, -177.96376,  197.96376, -7.74223,  98.13914,  10.00,  197.96376, -7.84772,  97.85554,  10.00,  197.93654,  0.4231,  0.79004
4521, 6737, -7.74032, -98.1606, -177.62215,  197.62215, -7.74032,  98.1606,  10.00,  197.62215, -7.84612,  97.87683,  10.00,  197.59494,  0.43018,  0.77441
4522, 6740, -8.27434, -99.30582, -177.52397,  197.52397, -8.27434,  99.30582,  10.00,  197.52397, -8.38017,  99.02213,  10.00,  197.49677,  0.4209,  0.75146
4523, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4524, 6758, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.38599,  0.77881
4525, 6757, -8.33435, -98.2877, -177.97896,  197.97896, -8.33435,  98.2877,  10.00,  197.97896, -8.43983,  98.0042,  10.00,  197.9519,  0.4082,  0.78271
4526, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4527, 6740, -8.27434, -99.30582, -177.52397,  197.52397, -8.27434,  99.30582,  10.00,  197.52397, -8.38017,  99.02213,  10.00,  197.49677,  0.4209,  0.75146
4528, 6759, -8.96624, -98.36075, -177.65993,  197.65993, -8.96624,  98.36075,  10.00,  197.65993, -9.072,  98.0772,  10.00,  197.63303,  0.38989,  0.76221
4529, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4530, 6758, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.38599,  0.77881
4531, 6756, -8.36794, -98.28145, -177.62276,  197.62276, -8.36794,  98.28145,  10.00,  197.62276, -8.47374,  97.9978,  10.00,  197.59572,  0.41382,  0.76807
4532, 6759, -8.96624, -98.36075, -177.65993,  197.65993, -8.96624,  98.36075,  10.00,  197.65993, -9.072,  98.0772,  10.00,  197.63303,  0.38989,  0.76221
4533, 6740, -8.27434, -99.30582, -177.52397,  197.52397, -8.27434,  99.30582,  10.00,  197.52397, -8.38017,  99.02213,  10.00,  197.49677,  0.4209,  0.75146
4534, 6760, -8.89658, -99.48109, -177.5701,  197.5701, -8.89658,  99.48109,  10.00,  197.5701, -9.00236,  99.1975,  10.00,  197.54305,  0.39404,  0.74561
4535, 6759, -8.96624, -98.36075, -177.65993,  197.65993, -8.96624,  98.36075,  10.00,  197.65993, -9.072,  98.0772,  10.00,  197.63303,  0.38989,  0.76221
4536, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4537, 6758, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.38599,  0.77881
4538, 6759, -8.96624, -98.36075, -177.65993,  197.65993, -8.96624,  98.36075,  10.00,  197.65993, -9.072,  98.0772,  10.00,  197.63303,  0.38989,  0.76221
4539, 6760, -8.89658, -99.48109, -177.5701,  197.5701, -8.89658,  99.48109,  10.00,  197.5701, -9.00236,  99.1975,  10.00,  197.54305,  0.39404,  0.74561
4540, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4541, 6759, -8.96624, -98.36075, -177.65993,  197.65993, -8.96624,  98.36075,  10.00,  197.65993, -9.072,  98.0772,  10.00,  197.63303,  0.38989,  0.76221
4542, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4543, 6762, -9.37379, -98.42069, -178.08092,  198.08092, -9.37379,  98.42069,  10.00,  198.08092, -9.47916,  98.13736,  10.00,  198.05412,  0.36279,  0.77832
4544, 6758, -8.90792, -98.36621, -178.02335,  198.02335, -8.90792,  98.36621,  10.00,  198.02335, -9.01335,  98.08281,  10.00,  197.99644,  0.38599,  0.77881
4545, 6760, -8.89658, -99.48109, -177.5701,  197.5701, -8.89658,  99.48109,  10.00,  197.5701, -9.00236,  99.1975,  10.00,  197.54305,  0.39404,  0.74561
4546, 6763, -9.44032, -99.64273, -177.66104,  197.66104, -9.44032,  99.64273,  10.00,  197.66104, -9.54601,  99.35924,  10.00,  197.63412,  0.36499,  0.74609
4547, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4548, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4549, 6764, -9.82404, -98.46587, -178.17599,  198.17599, -9.82404,  98.46587,  10.00,  198.17599, -9.92932,  98.18269,  10.00,  198.14935,  0.34058,  0.78271
4550, 6762, -9.37379, -98.42069, -178.08092,  198.08092, -9.37379,  98.42069,  10.00,  198.08092, -9.47916,  98.13736,  10.00,  198.05412,  0.36279,  0.77832
4551, 6765, -9.94506, -98.52013, -177.8268,  197.8268, -9.94506,  98.52013,  10.00,  197.8268, -10.05065,  98.23685,  10.00,  197.80016,  0.34033,  0.76563
4552, 6761, -9.48327, -98.42736, -177.73262,  197.73262, -9.48327,  98.42736,  10.00,  197.73262, -9.58896,  98.14394,  10.00,  197.70589,  0.36475,  0.76172
4553, 6763, -9.44032, -99.64273, -177.66104,  197.66104, -9.44032,  99.64273,  10.00,  197.66104, -9.54601,  99.35924,  10.00,  197.63412,  0.36499,  0.74609
