VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w, _output3.x, _output3.y
2692, 6328,  0.24322, -81.74458, -179.59485,  199.59485,  0.24322,  81.74458,  10.00,  199.59485,  0.13834,  81.46033,  10.00,  199.56741,  0.44507,  0.95313
2693, 6326,  0.27629, -82.76217, -179.50285,  199.50285,  0.27629,  82.76217,  10.00,  199.50285,  0.17137,  82.47783,  10.00,  199.47528,  0.44507,  0.9292
2694, 6325,  0.43327, -82.25603, -180.01704,  200.01704,  0.43327,  82.25603,  10.00,  200.01704,  0.3288,  81.97186,  10.00,  199.98949,  0.42725,  0.95313
2695, 6330,  0.02311, -82.32147, -180.03337,  200.03337,  0.02311,  82.32147,  10.00,  200.03337, -0.08134,  82.03742,  10.00,  200.00592,  0.42725,  0.96582
2696, 6327,  0.04522, -82.6675, -180.30974,  200.30974,  0.04522,  82.6675,  10.00,  200.30974, -0.05896,  82.38351,  10.00,  200.28223,  0.37183,  0.96582
2697, 6331, -0.00461, -83.47397, -180.25188,  200.25188, -0.00461,  83.47397,  10.00,  200.25188, -0.10881,  83.18993,  10.00,  200.22427,  0.37183,  0.98975
2698, 6327,  0.04522, -82.6675, -180.30974,  200.30974,  0.04522,  82.6675,  10.00,  200.30974, -0.05896,  82.38351,  10.00,  200.28223,  0.37183,  0.96582
2699, 6330,  0.02311, -82.32147, -180.03337,  200.03337,  0.02311,  82.32147,  10.00,  200.03337, -0.08134,  82.03742,  10.00,  200.00592,  0.42725,  0.96582
2700, 6331, -0.00461, -83.47397, -180.25188,  200.25188, -0.00461,  83.47397,  10.00,  200.25188, -0.10881,  83.18993,  10.00,  200.22427,  0.37183,  0.98975
2701, 6330,  0.02311, -82.32147, -180.03337,  200.03337,  0.02311,  82.32147,  10.00,  200.03337, -0.08134,  82.03742,  10.00,  200.00592,  0.42725,  0.96582
2702, 6332, -0.03995, -83.14125, -179.98495,  199.98495, -0.03995,  83.14125,  10.00,  199.98495, -0.1444,  82.85713,  10.00,  199.95741,  0.42725,  0.98975
2703, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2704, 6330,  0.02311, -82.32147, -180.03337,  200.03337,  0.02311,  82.32147,  10.00,  200.03337, -0.08134,  82.03742,  10.00,  200.00592,  0.42725,  0.96582
2705, 6325,  0.43327, -82.25603, -180.01704,  200.01704,  0.43327,  82.25603,  10.00,  200.01704,  0.3288,  81.97186,  10.00,  199.98949,  0.42725,  0.95313
2706, 6332, -0.03995, -83.14125, -179.98495,  199.98495, -0.03995,  83.14125,  10.00,  199.98495, -0.1444,  82.85713,  10.00,  199.95741,  0.42725,  0.98975
2707, 6330,  0.02311, -82.32147, -180.03337,  200.03337,  0.02311,  82.32147,  10.00,  200.03337, -0.08134,  82.03742,  10.00,  200.00592,  0.42725,  0.96582
2708, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2709, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2710, 6325,  0.43327, -82.25603, -180.01704,  200.01704,  0.43327,  82.25603,  10.00,  200.01704,  0.3288,  81.97186,  10.00,  199.98949,  0.42725,  0.95313
2711, 6328,  0.24322, -81.74458, -179.59485,  199.59485,  0.24322,  81.74458,  10.00,  199.59485,  0.13834,  81.46033,  10.00,  199.56741,  0.44507,  0.95313
2712, 6332, -0.03995, -83.14125, -179.98495,  199.98495, -0.03995,  83.14125,  10.00,  199.98495, -0.1444,  82.85713,  10.00,  199.95741,  0.42725,  0.98975
2713, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2714, 6334, -0.1956, -82.75347, -179.66393,  199.66393, -0.1956,  82.75347,  10.00,  199.66393, -0.30037,  82.46931,  10.00,  199.63649,  0.44507,  0.98975
2715, 6334, -0.1956, -82.75347, -179.66393,  199.66393, -0.1956,  82.75347,  10.00,  199.66393, -0.30037,  82.46931,  10.00,  199.63649,  0.44507,  0.98975
2716, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2717, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2718, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2719, 6333, -0.11593, -81.85238, -179.6526,  199.6526, -0.11593,  81.85238,  10.00,  199.6526, -0.22076,  81.5682,  10.00,  199.62526,  0.44507,  0.96582
2720, 6328,  0.24322, -81.74458, -179.59485,  199.59485,  0.24322,  81.74458,  10.00,  199.59485,  0.13834,  81.46033,  10.00,  199.56741,  0.44507,  0.95313
2721, 6334, -0.1956, -82.75347, -179.66393,  199.66393, -0.1956,  82.75347,  10.00,  199.66393, -0.30037,  82.46931,  10.00,  199.63649,  0.44507,  0.98975
2722, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2723, 6336, -0.48989, -82.40774, -179.36418,  199.36418, -0.48989,  82.40774,  10.00,  199.36418, -0.59494,  82.12344,  10.00,  199.33688,  0.46069,  0.98975
2724, 6329, -0.13078, -82.32469, -179.12056,  199.12056, -0.13078,  82.32469,  10.00,  199.12056, -0.23607,  82.04024,  10.00,  199.09315,  0.46069,  0.9292
2725, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2726, 6328,  0.24322, -81.74458, -179.59485,  199.59485,  0.24322,  81.74458,  10.00,  199.59485,  0.13834,  81.46033,  10.00,  199.56741,  0.44507,  0.95313
2727, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2728, 6328,  0.24322, -81.74458, -179.59485,  199.59485,  0.24322,  81.74458,  10.00,  199.59485,  0.13834,  81.46033,  10.00,  199.56741,  0.44507,  0.95313
2729, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2730, 6338, -0.67686, -82.06902, -178.87044,  198.87044, -0.67686,  82.06902,  10.00,  198.87044, -0.78238,  81.78456,  10.00,  198.84322,  0.47412,  0.9292
2731, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2732, 6329, -0.13078, -82.32469, -179.12056,  199.12056, -0.13078,  82.32469,  10.00,  199.12056, -0.23607,  82.04024,  10.00,  199.09315,  0.46069,  0.9292
2733, 6336, -0.48989, -82.40774, -179.36418,  199.36418, -0.48989,  82.40774,  10.00,  199.36418, -0.59494,  82.12344,  10.00,  199.33688,  0.46069,  0.98975
2734, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2735, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2736, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2737, 6335, -0.45977, -81.43681, -179.30174,  199.30174, -0.45977,  81.43681,  10.00,  199.30174, -0.56493,  81.15251,  10.00,  199.27455,  0.46069,  0.96582
2738, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2739, 6336, -0.48989, -82.40774, -179.36418,  199.36418, -0.48989,  82.40774,  10.00,  199.36418, -0.59494,  82.12344,  10.00,  199.33688,  0.46069,  0.98975
2740, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2741, 6340, -0.90905, -82.297, -179.1685,  199.1685, -0.90905,  82.297,  10.00,  199.1685, -1.01429,  82.01273,  10.00,  199.14133,  0.47412,  0.98975
2742, 6338, -0.67686, -82.06902, -178.87044,  198.87044, -0.67686,  82.06902,  10.00,  198.87044, -0.78238,  81.78456,  10.00,  198.84322,  0.47412,  0.9292
2743, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2744, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2745, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2746, 6337, -0.16475, -81.27734, -179.20479,  199.20479, -0.16475,  81.27734,  10.00,  199.20479, -0.27001,  80.99299,  10.00,  199.17752,  0.46069,  0.95313
2747, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2748, 6342, -1.32334, -81.93777, -178.7103,  198.7103, -1.32334,  81.93777,  10.00,  198.7103, -1.42902,  81.65337,  10.00,  198.68327,  0.48828,  0.9292
2749, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2750, 6338, -0.67686, -82.06902, -178.87044,  198.87044, -0.67686,  82.06902,  10.00,  198.87044, -0.78238,  81.78456,  10.00,  198.84322,  0.47412,  0.9292
2751, 6340, -0.90905, -82.297, -179.1685,  199.1685, -0.90905,  82.297,  10.00,  199.1685, -1.01429,  82.01273,  10.00,  199.14133,  0.47412,  0.98975
2752, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2753, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2754, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2755, 6339, -0.90598, -81.17299, -179.06377,  199.06377, -0.90598,  81.17299,  10.00,  199.06377, -1.01137,  80.88867,  10.00,  199.03673,  0.47412,  0.96582
2756, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2757, 6340, -0.90905, -82.297, -179.1685,  199.1685, -0.90905,  82.297,  10.00,  199.1685, -1.01429,  82.01273,  10.00,  199.14133,  0.47412,  0.98975
2758, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2759, 6344, -1.41367, -82.3494, -179.02898,  199.02898, -1.41367,  82.3494,  10.00,  199.02898, -1.51904,  82.0652,  10.00,  199.00194,  0.48828,  0.98975
2760, 6342, -1.32334, -81.93777, -178.7103,  198.7103, -1.32334,  81.93777,  10.00,  198.7103, -1.42902,  81.65337,  10.00,  198.68327,  0.48828,  0.9292
2761, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2762, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2763, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2764, 6341, -0.7225, -80.99937, -178.95016,  198.95016, -0.7225,  80.99937,  10.00,  198.95016, -0.82801,  80.71497,  10.00,  198.92308,  0.47412,  0.95313
2765, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2766, 6346, -1.87747, -81.90143, -178.63348,  198.63348, -1.87747,  81.90143,  10.00,  198.63348, -1.98322,  81.61713,  10.00,  198.60661,  0.49878,  0.9292
2767, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2768, 6342, -1.32334, -81.93777, -178.7103,  198.7103, -1.32334,  81.93777,  10.00,  198.7103, -1.42902,  81.65337,  10.00,  198.68327,  0.48828,  0.9292
2769, 6344, -1.41367, -82.3494, -179.02898,  199.02898, -1.41367,  82.3494,  10.00,  199.02898, -1.51904,  82.0652,  10.00,  199.00194,  0.48828,  0.98975
2770, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2771, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2772, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2773, 6343, -1.42761, -81.06362, -178.93886,  198.93886, -1.42761,  81.06362,  10.00,  198.93886, -1.53313,  80.77935,  10.00,  198.91196,  0.48828,  0.96582
2774, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2775, 6344, -1.41367, -82.3494, -179.02898,  199.02898, -1.41367,  82.3494,  10.00,  199.02898, -1.51904,  82.0652,  10.00,  199.00194,  0.48828,  0.98975
2776, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2777, 6348, -1.92388, -82.32281, -178.96361,  198.96361, -1.92388,  82.32281,  10.00,  198.96361, -2.02931,  82.03861,  10.00,  198.93671,  0.49878,  0.98975
2778, 6349, -2.44719, -82.41534, -178.99165,  198.99165, -2.44719,  82.41534,  10.00,  198.99165, -2.55259,  82.13127,  10.00,  198.96487,  0.50928,  0.98975
2779, 6348, -1.92388, -82.32281, -178.96361,  198.96361, -1.92388,  82.32281,  10.00,  198.96361, -2.02931,  82.03861,  10.00,  198.93671,  0.49878,  0.98975
2780, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2781, 6346, -1.87747, -81.90143, -178.63348,  198.63348, -1.87747,  81.90143,  10.00,  198.63348, -1.98322,  81.61713,  10.00,  198.60661,  0.49878,  0.9292
2782, 6350, -1.91359, -80.82117, -178.71951,  198.71951, -1.91359,  80.82117,  10.00,  198.71951, -2.01931,  80.53691,  10.00,  198.69279,  0.49878,  0.95313
2783, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2784, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2785, 6345, -1.36641, -80.8685, -178.79988,  198.79988, -1.36641,  80.8685,  10.00,  198.79988, -1.47206,  80.58414,  10.00,  198.77301,  0.48828,  0.95313
2786, 6350, -1.91359, -80.82117, -178.71951,  198.71951, -1.91359,  80.82117,  10.00,  198.71951, -2.01931,  80.53691,  10.00,  198.69279,  0.49878,  0.95313
2787, 6346, -1.87747, -81.90143, -178.63348,  198.63348, -1.87747,  81.90143,  10.00,  198.63348, -1.98322,  81.61713,  10.00,  198.60661,  0.49878,  0.9292
2788, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2789, 6350, -1.91359, -80.82117, -178.71951,  198.71951, -1.91359,  80.82117,  10.00,  198.71951, -2.01931,  80.53691,  10.00,  198.69279,  0.49878,  0.95313
2790, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2791, 6350, -1.91359, -80.82117, -178.71951,  198.71951, -1.91359,  80.82117,  10.00,  198.71951, -2.01931,  80.53691,  10.00,  198.69279,  0.49878,  0.95313
2792, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2793, 6346, -1.87747, -81.90143, -178.63348,  198.63348, -1.87747,  81.90143,  10.00,  198.63348, -1.98322,  81.61713,  10.00,  198.60661,  0.49878,  0.9292
2794, 6352, -2.44749, -82.00943, -178.66969,  198.66969, -2.44749,  82.00943,  10.00,  198.66969, -2.5532,  81.7252,  10.00,  198.64299,  0.50928,  0.9292
2795, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2796, 6349, -2.44719, -82.41534, -178.99165,  198.99165, -2.44719,  82.41534,  10.00,  198.99165, -2.55259,  82.13127,  10.00,  198.96487,  0.50928,  0.98975
2797, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2798, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2799, 6347, -1.933, -81.01338, -178.85957,  198.85957, -1.933,  81.01338,  10.00,  198.85957, -2.03859,  80.72916,  10.00,  198.83281,  0.49878,  0.96582
2800, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2801, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2802, 6354, -2.99269, -82.42989, -179.09325,  199.09325, -2.99269,  82.42989,  10.00,  199.09325, -3.09799,  82.14591,  10.00,  199.06664,  0.52344,  0.98975
2803, 6349, -2.44719, -82.41534, -178.99165,  198.99165, -2.44719,  82.41534,  10.00,  198.99165, -2.55259,  82.13127,  10.00,  198.96487,  0.50928,  0.98975
2804, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2805, 6352, -2.44749, -82.00943, -178.66969,  198.66969, -2.44749,  82.00943,  10.00,  198.66969, -2.5532,  81.7252,  10.00,  198.64299,  0.50928,  0.9292
2806, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2807, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2808, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2809, 6351, -2.47746, -80.93934, -178.75975,  198.75975, -2.47746,  80.93934,  10.00,  198.75975, -2.58314,  80.65514,  10.00,  198.73317,  0.50928,  0.95313
2810, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2811, 6352, -2.44749, -82.00943, -178.66969,  198.66969, -2.44749,  82.00943,  10.00,  198.66969, -2.5532,  81.7252,  10.00,  198.64299,  0.50928,  0.9292
2812, 6356, -3.1322, -82.22556, -178.78174,  198.78174, -3.1322,  82.22556,  10.00,  198.78174, -3.2378,  81.94151,  10.00,  198.7552,  0.52344,  0.9292
2813, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2814, 6354, -2.99269, -82.42989, -179.09325,  199.09325, -2.99269,  82.42989,  10.00,  199.09325, -3.09799,  82.14591,  10.00,  199.06664,  0.52344,  0.98975
2815, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2816, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2817, 6353, -2.45522, -81.12915, -178.90172,  198.90172, -2.45522,  81.12915,  10.00,  198.90172, -2.56076,  80.84504,  10.00,  198.87511,  0.50928,  0.96582
2818, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2819, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2820, 6358, -3.46598, -82.59747, -179.25668,  199.25668, -3.46598,  82.59747,  10.00,  199.25668, -3.57112,  82.31371,  10.00,  199.23018,  0.53711,  0.98975
2821, 6354, -2.99269, -82.42989, -179.09325,  199.09325, -2.99269,  82.42989,  10.00,  199.09325, -3.09799,  82.14591,  10.00,  199.06664,  0.52344,  0.98975
2822, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2823, 6356, -3.1322, -82.22556, -178.78174,  198.78174, -3.1322,  82.22556,  10.00,  198.78174, -3.2378,  81.94151,  10.00,  198.7552,  0.52344,  0.9292
2824, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2825, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2826, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2827, 6355, -3.15643, -81.15454, -178.86223,  198.86223, -3.15643,  81.15454,  10.00,  198.86223, -3.26201,  80.87054,  10.00,  198.83583,  0.52344,  0.95313
2828, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2829, 6356, -3.1322, -82.22556, -178.78174,  198.78174, -3.1322,  82.22556,  10.00,  198.78174, -3.2378,  81.94151,  10.00,  198.7552,  0.52344,  0.9292
2830, 6360, -3.74276, -82.55497, -178.99008,  198.99008, -3.74276,  82.55497,  10.00,  198.99008, -3.84815,  82.27114,  10.00,  198.96367,  0.53711,  0.9292
2831, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2832, 6358, -3.46598, -82.59747, -179.25668,  199.25668, -3.46598,  82.59747,  10.00,  199.25668, -3.57112,  82.31371,  10.00,  199.23018,  0.53711,  0.98975
2833, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2834, 6361, -3.51395, -81.63154, -179.19144,  199.19144, -3.51395,  81.63154,  10.00,  199.19144, -3.61921,  81.34768,  10.00,  199.16505,  0.53711,  0.96582
2835, 6357, -3.00617, -81.3069, -178.98792,  198.98792, -3.00617,  81.3069,  10.00,  198.98792, -3.11163,  81.02288,  10.00,  198.96144,  0.52344,  0.96582
2836, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2837, 6361, -3.51395, -81.63154, -179.19144,  199.19144, -3.51395,  81.63154,  10.00,  199.19144, -3.61921,  81.34768,  10.00,  199.16505,  0.53711,  0.96582
2838, 6362, -3.84116, -82.98591, -179.53221,  199.53221, -3.84116,  82.98591,  10.00,  199.53221, -3.94604,  82.70231,  10.00,  199.50578,  0.55225,  0.98975
2839, 6358, -3.46598, -82.59747, -179.25668,  199.25668, -3.46598,  82.59747,  10.00,  199.25668, -3.57112,  82.31371,  10.00,  199.23018,  0.53711,  0.98975
2840, 6361, -3.51395, -81.63154, -179.19144,  199.19144, -3.51395,  81.63154,  10.00,  199.19144, -3.61921,  81.34768,  10.00,  199.16505,  0.53711,  0.96582
2841, 6360, -3.74276, -82.55497, -178.99008,  198.99008, -3.74276,  82.55497,  10.00,  198.99008, -3.84815,  82.27114,  10.00,  198.96367,  0.53711,  0.9292
2842, 6363, -4.29122, -82.03372, -179.43105,  199.43105, -4.29122,  82.03372,  10.00,  199.43105, -4.39624,  81.75011,  10.00,  199.40485,  0.55225,  0.95313
2843, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2844, 6361, -3.51395, -81.63154, -179.19144,  199.19144, -3.51395,  81.63154,  10.00,  199.19144, -3.61921,  81.34768,  10.00,  199.16505,  0.53711,  0.96582
2845, 6359, -3.77906, -81.50782, -179.07422,  199.07422, -3.77906,  81.50782,  10.00,  199.07422, -3.88443,  81.22398,  10.00,  199.04796,  0.53711,  0.95313
2846, 6363, -4.29122, -82.03372, -179.43105,  199.43105, -4.29122,  82.03372,  10.00,  199.43105, -4.39624,  81.75011,  10.00,  199.40485,  0.55225,  0.95313
2847, 6360, -3.74276, -82.55497, -178.99008,  198.99008, -3.74276,  82.55497,  10.00,  198.99008, -3.84815,  82.27114,  10.00,  198.96367,  0.53711,  0.9292
