VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w
1612, 2894, -14.19321,  9.42579, -201.32304,  221.32304, -14.19321, -9.42579,  10.00,  221.32304, -14.43175, -9.85807,  10.00,  221.24678
1613, 2895, -13.8749,  9.5941, -201.19028,  221.19028, -13.8749, -9.5941,  10.00,  221.19028, -14.11385, -10.03422,  10.00,  221.11458
1614, 2897,  20.31794, -36.0462, -199.65852,  219.65852,  20.31794,  36.0462,  10.00,  219.65852,  20.16443,  35.49092,  10.00,  219.53522
1615, 2898,  21.15659, -45.48775, -198.92668,  218.92668,  21.15659,  45.48775,  10.00,  218.92668,  21.01263,  44.95683,  10.00,  218.81679
1616, 2899,  19.29175, -38.01236, -200.98993,  220.98993,  19.29175,  38.01236,  10.00,  220.98993,  19.13852,  37.44585,  10.00,  220.86775
1617, 2897,  20.31794, -36.0462, -199.65852,  219.65852,  20.31794,  36.0462,  10.00,  219.65852,  20.16443,  35.49092,  10.00,  219.53522
1618, 2900,  20.52595, -43.19032, -197.75407,  217.75407,  20.52595,  43.19032,  10.00,  217.75407,  20.38135,  42.68074,  10.00,  217.64232
1619, 2898,  21.15659, -45.48775, -198.92668,  218.92668,  21.15659,  45.48775,  10.00,  218.92668,  21.01263,  44.95683,  10.00,  218.81679
1620, 2901,  22.47901, -51.32375, -196.77974,  216.77974,  22.47901,  51.32375,  10.00,  216.77974,  22.34149,  50.84567,  10.00,  216.68387
1621, 2898,  21.15659, -45.48775, -198.92668,  218.92668,  21.15659,  45.48775,  10.00,  218.92668,  21.01263,  44.95683,  10.00,  218.81679
1622, 2900,  20.52595, -43.19032, -197.75407,  217.75407,  20.52595,  43.19032,  10.00,  217.75407,  20.38135,  42.68074,  10.00,  217.64232
1623, 2901,  22.47901, -51.32375, -196.77974,  216.77974,  22.47901,  51.32375,  10.00,  216.77974,  22.34149,  50.84567,  10.00,  216.68387
1624, 2900,  20.52595, -43.19032, -197.75407,  217.75407,  20.52595,  43.19032,  10.00,  217.75407,  20.38135,  42.68074,  10.00,  217.64232
1625, 2902,  21.3953, -49.9655, -195.87956,  215.87956,  21.3953,  49.9655,  10.00,  215.87956,  21.25778,  49.5089,  10.00,  215.78255
1626, 2903,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1627, 2901,  22.47901, -51.32375, -196.77974,  216.77974,  22.47901,  51.32375,  10.00,  216.77974,  22.34149,  50.84567,  10.00,  216.68387
1628, 2902,  21.3953, -49.9655, -195.87956,  215.87956,  21.3953,  49.9655,  10.00,  215.87956,  21.25778,  49.5089,  10.00,  215.78255
1629, 2903,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1630, 2902,  21.3953, -49.9655, -195.87956,  215.87956,  21.3953,  49.9655,  10.00,  215.87956,  21.25778,  49.5089,  10.00,  215.78255
1631, 2904,  21.79926, -56.32946, -194.13618,  214.13618,  21.79926,  56.32946,  10.00,  214.13618,  21.66961,  55.92455,  10.00,  214.05299
1632, 2905,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1633, 2903,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1634, 2904,  21.79926, -56.32946, -194.13618,  214.13618,  21.79926,  56.32946,  10.00,  214.13618,  21.66961,  55.92455,  10.00,  214.05299
1635, 2905,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1636, 2904,  21.79926, -56.32946, -194.13618,  214.13618,  21.79926,  56.32946,  10.00,  214.13618,  21.66961,  55.92455,  10.00,  214.05299
1637, 2906,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1638, 2907,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1639, 2905,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1640, 2906,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1641, 2907,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1642, 2906,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1643, 2908,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1644, 2909,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1645, 2907,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1646, 2908,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1647, 2909,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1648, 2908,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1649, 2910,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1650, 2911,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1651, 2909,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1652, 2910,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1653, 2911,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1654, 2910,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1655, 2912,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1656, 2913,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1657, 2911,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1658, 2912,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1659, 2913,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1660, 2912,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1661, 2914,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1662, 2915,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1663, 2913,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1664, 2914,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1665, 2915,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1666, 2914,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1667, 2916,  16.97633, -89.55181, -188.27104,  208.27104,  16.97633,  89.55181,  10.00,  208.27104,  16.87845,  89.26705,  10.00,  208.23654
1668, 2917,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1669, 2915,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1670, 2916,  16.97633, -89.55181, -188.27104,  208.27104,  16.97633,  89.55181,  10.00,  208.27104,  16.87845,  89.26705,  10.00,  208.23654
1671, 2917,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1672, 2918,  15.15261, -97.95702, -187.45787,  207.45787,  15.15261,  97.95702,  10.00,  207.45787,  15.0559,  97.67465,  10.00,  207.42505
1673, 2915,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1674, 2917,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1675, 2919,  14.01668, -105.54939, -185.73074,  205.73074,  14.01668,  105.54939,  10.00,  205.73074,  13.91864,  105.26521,  10.00,  205.6965
1676, 2918,  15.15261, -97.95702, -187.45787,  207.45787,  15.15261,  97.95702,  10.00,  207.45787,  15.0559,  97.67465,  10.00,  207.42505
1677, 2920,  13.55663, -113.45059, -184.48483,  204.48483,  13.55663,  113.45059,  10.00,  204.48483,  13.45787,  113.16599,  10.00,  204.44971
1678, 2921,  14.81896, -113.76053, -184.86273,  204.86273,  14.81896,  113.76053,  10.00,  204.86273,  14.72056,  113.47591,  10.00,  204.82722
1679, 2922,  13.88925, -119.00607, -183.45279,  203.45279,  13.88925,  119.00607,  10.00,  203.45279,  13.78985,  118.72101,  10.00,  203.41689
1680, 2921,  14.81896, -113.76053, -184.86273,  204.86273,  14.81896,  113.76053,  10.00,  204.86273,  14.72056,  113.47591,  10.00,  204.82722
1681, 2920,  13.55663, -113.45059, -184.48483,  204.48483,  13.55663,  113.45059,  10.00,  204.48483,  13.45787,  113.16599,  10.00,  204.44971
1682, 2923,  14.01668, -105.54939, -185.73074,  205.73074,  14.01668,  105.54939,  10.00,  205.73074,  13.91864,  105.26521,  10.00,  205.6965
1683, 2921,  14.81896, -113.76053, -184.86273,  204.86273,  14.81896,  113.76053,  10.00,  204.86273,  14.72056,  113.47591,  10.00,  204.82722
1684, 2923,  14.01668, -105.54939, -185.73074,  205.73074,  14.01668,  105.54939,  10.00,  205.73074,  13.91864,  105.26521,  10.00,  205.6965
1685, 2924,  15.41563, -106.4742, -186.0869,  206.0869,  15.41563,  106.4742,  10.00,  206.0869,  15.31796,  106.18993,  10.00,  206.05211
1686, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1687, 2924,  15.41563, -106.4742, -186.0869,  206.0869,  15.41563,  106.4742,  10.00,  206.0869,  15.31796,  106.18993,  10.00,  206.05211
1688, 2923,  14.01668, -105.54939, -185.73074,  205.73074,  14.01668,  105.54939,  10.00,  205.73074,  13.91864,  105.26521,  10.00,  205.6965
1689, 2926,  16.013, -97.33996, -187.5078,  207.5078,  16.013,  97.33996,  10.00,  207.5078,  15.91624,  97.05706,  10.00,  207.47469
1690, 2924,  15.41563, -106.4742, -186.0869,  206.0869,  15.41563,  106.4742,  10.00,  206.0869,  15.31796,  106.18993,  10.00,  206.05211
1691, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1692, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1693, 2923,  14.01668, -105.54939, -185.73074,  205.73074,  14.01668,  105.54939,  10.00,  205.73074,  13.91864,  105.26521,  10.00,  205.6965
1694, 2927,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1695, 2926,  16.013, -97.33996, -187.5078,  207.5078,  16.013,  97.33996,  10.00,  207.5078,  15.91624,  97.05706,  10.00,  207.47469
1696, 2928,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1697, 2929,  15.15261, -97.95702, -187.45787,  207.45787,  15.15261,  97.95702,  10.00,  207.45787,  15.0559,  97.67465,  10.00,  207.42505
1698, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1699, 2928,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1700, 2926,  16.013, -97.33996, -187.5078,  207.5078,  16.013,  97.33996,  10.00,  207.5078,  15.91624,  97.05706,  10.00,  207.47469
1701, 2927,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1702, 2930,  17.60543, -90.14162, -188.56897,  208.56897,  17.60543,  90.14162,  10.00,  208.56897,  17.50779,  89.85526,  10.00,  208.53438
1703, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1704, 2925,  16.43328, -97.35493, -187.55257,  207.55257,  16.43328,  97.35493,  10.00,  207.55257,  16.33655,  97.07183,  10.00,  207.51933
1705, 2930,  17.60543, -90.14162, -188.56897,  208.56897,  17.60543,  90.14162,  10.00,  208.56897,  17.50779,  89.85526,  10.00,  208.53438
1706, 2928,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1707, 2927,  15.65526, -96.68993, -187.20203,  207.20203,  15.65526,  96.68993,  10.00,  207.20203,  15.55824,  96.40767,  10.00,  207.16913
1708, 2931,  16.97633, -89.55181, -188.27104,  208.27104,  16.97633,  89.55181,  10.00,  208.27104,  16.87845,  89.26705,  10.00,  208.23654
1709, 2930,  17.60543, -90.14162, -188.56897,  208.56897,  17.60543,  90.14162,  10.00,  208.56897,  17.50779,  89.85526,  10.00,  208.53438
1710, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1711, 2928,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1712, 2930,  17.60543, -90.14162, -188.56897,  208.56897,  17.60543,  90.14162,  10.00,  208.56897,  17.50779,  89.85526,  10.00,  208.53438
1713, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1714, 2930,  17.60543, -90.14162, -188.56897,  208.56897,  17.60543,  90.14162,  10.00,  208.56897,  17.50779,  89.85526,  10.00,  208.53438
1715, 2931,  16.97633, -89.55181, -188.27104,  208.27104,  16.97633,  89.55181,  10.00,  208.27104,  16.87845,  89.26705,  10.00,  208.23654
1716, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1717, 2933,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1718, 2928,  16.75271, -90.31361, -188.54041,  208.54041,  16.75271,  90.31361,  10.00,  208.54041,  16.65513,  90.02813,  10.00,  208.50607
1719, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1720, 2931,  16.97633, -89.55181, -188.27104,  208.27104,  16.97633,  89.55181,  10.00,  208.27104,  16.87845,  89.26705,  10.00,  208.23654
1721, 2934,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1722, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1723, 2933,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1724, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1725, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1726, 2932,  19.02335, -83.25736, -189.38275,  209.38275,  19.02335,  83.25736,  10.00,  209.38275,  18.92167,  82.96111,  10.00,  209.34254
1727, 2934,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1728, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1729, 2936,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1730, 2933,  18.43187, -83.34666, -189.44421,  209.44421,  18.43187,  83.34666,  10.00,  209.44421,  18.33038,  83.05117,  10.00,  209.40428
1731, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1732, 2934,  18.41058, -82.77115, -189.17226,  209.17226,  18.41058,  82.77115,  10.00,  209.17226,  18.30901,  82.47787,  10.00,  209.13226
1733, 2937,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1734, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1735, 2936,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1736, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1737, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1738, 2935,  20.45107, -77.78069, -190.02502,  210.02502,  20.45107,  77.78069,  10.00,  210.02502,  20.34472,  77.4724,  10.00,  209.97823
1739, 2937,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1740, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1741, 2939,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1742, 2936,  19.78814, -77.89124, -190.11703,  210.11703,  19.78814,  77.89124,  10.00,  210.11703,  19.68196,  77.58327,  10.00,  210.0705
1743, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1744, 2937,  19.5295, -77.31258, -189.83618,  209.83618,  19.5295,  77.31258,  10.00,  209.83618,  19.42375,  77.0093,  10.00,  209.79013
1745, 2940,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1746, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1747, 2939,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1748, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1749, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1750, 2938,  21.89977, -71.89181, -190.93994,  210.93994,  21.89977,  71.89181,  10.00,  210.93994,  21.78806,  71.56624,  10.00,  210.88551
1751, 2940,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1752, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1753, 2942,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1754, 2939,  21.15229, -72.15283, -191.05542,  211.05542,  21.15229,  72.15283,  10.00,  211.05542,  21.04082,  71.82746,  10.00,  211.0014
1755, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1756, 2940,  20.55115, -71.4504, -190.71291,  210.71291,  20.55115,  71.4504,  10.00,  210.71291,  20.43963,  71.13098,  10.00,  210.65849
1757, 2943,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1758, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1759, 2942,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1760, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1761, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1762, 2941,  22.99307, -66.76953, -191.90012,  211.90012,  22.99307,  66.76953,  10.00,  211.90012,  22.87582,  66.42305,  10.00,  211.83781
1763, 2943,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1764, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1765, 2945,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1766, 2942,  22.18118, -67.26406, -192.02988,  212.02988,  22.18118,  67.26406,  10.00,  212.02988,  22.0641,  66.917,  10.00,  211.96796
1767, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1768, 2943,  21.25111, -66.26668, -191.64915,  211.64915,  21.25111,  66.26668,  10.00,  211.64915,  21.13389,  65.92793,  10.00,  211.58638
1769, 2946,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1770, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1771, 2945,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1772, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1773, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1774, 2944,  23.8079, -61.55742, -193.12062,  213.12062,  23.8079,  61.55742,  10.00,  213.12062,  23.68427,  61.17892,  10.00,  213.04829
1775, 2946,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1776, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1777, 2948,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1778, 2945,  22.87866, -62.27231, -193.2791,  213.2791,  22.87866,  62.27231,  10.00,  213.2791,  22.75545,  61.89336,  10.00,  213.20764
1779, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1780, 2946,  21.70901, -61.03211, -192.84952,  212.84952,  21.70901,  61.03211,  10.00,  212.84952,  21.58549,  60.66286,  10.00,  212.77644
1781, 2949,  21.79926, -56.32946, -194.13618,  214.13618,  21.79926,  56.32946,  10.00,  214.13618,  21.66961,  55.92455,  10.00,  214.05299
1782, 2950,  23.84548, -50.52517, -196.48441,  216.48441,  23.84548,  50.52517,  10.00,  216.48441,  23.70773,  50.04946,  10.00,  216.38777
1783, 2948,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1784, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1785, 2950,  23.84548, -50.52517, -196.48441,  216.48441,  23.84548,  50.52517,  10.00,  216.48441,  23.70773,  50.04946,  10.00,  216.38777
1786, 2947,  24.17642, -56.83942, -194.47838,  214.47838,  24.17642,  56.83942,  10.00,  214.47838,  24.04672,  56.42264,  10.00,  214.39616
1787, 2949,  21.79926, -56.32946, -194.13618,  214.13618,  21.79926,  56.32946,  10.00,  214.13618,  21.66961,  55.92455,  10.00,  214.05299
1788, 2950,  23.84548, -50.52517, -196.48441,  216.48441,  23.84548,  50.52517,  10.00,  216.48441,  23.70773,  50.04946,  10.00,  216.38777
1789, 2951,  22.47901, -51.32375, -196.77974,  216.77974,  22.47901,  51.32375,  10.00,  216.77974,  22.34149,  50.84567,  10.00,  216.68387
1790, 2948,  23.09186, -57.69875, -194.65158,  214.65158,  23.09186,  57.69875,  10.00,  214.65158,  22.96252,  57.28141,  10.00,  214.57036
1791, 2950,  23.84548, -50.52517, -196.48441,  216.48441,  23.84548,  50.52517,  10.00,  216.48441,  23.70773,  50.04946,  10.00,  216.38777
