VTX, IDX, _sig62._child0.x, _sig62._child0.y, _sig62._child0.z, _sig62._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w
68, 24684,  6.39803, -99.99426, -178.57333,  198.57333,  6.39803,  99.99426,  10.00,  198.57333,  6.29319,  99.70853,  10.00,  198.54192
69, 24683,  5.31667, -97.12362, -178.71323,  198.71323,  5.31667,  97.12362,  10.00,  198.71323,  5.2118,  96.83814,  10.00,  198.68246
70, 24686,  6.19236, -97.2563, -178.87604,  198.87604,  6.19236,  97.2563,  10.00,  198.87604,  6.08765,  96.97068,  10.00,  198.84502
71, 24685,  6.30713, -98.65427, -178.70161,  198.70161,  6.30713,  98.65427,  10.00,  198.70161,  6.20233,  98.36859,  10.00,  198.67038
72, 24684,  6.39803, -99.99426, -178.57333,  198.57333,  6.39803,  99.99426,  10.00,  198.57333,  6.29319,  99.70853,  10.00,  198.54192
73, 24685,  6.30713, -98.65427, -178.70161,  198.70161,  6.30713,  98.65427,  10.00,  198.70161,  6.20233,  98.36859,  10.00,  198.67038
74, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
75, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
76, 24685,  6.30713, -98.65427, -178.70161,  198.70161,  6.30713,  98.65427,  10.00,  198.70161,  6.20233,  98.36859,  10.00,  198.67038
77, 24686,  6.19236, -97.2563, -178.87604,  198.87604,  6.19236,  97.2563,  10.00,  198.87604,  6.08765,  96.97068,  10.00,  198.84502
78, 24684,  6.39803, -99.99426, -178.57333,  198.57333,  6.39803,  99.99426,  10.00,  198.57333,  6.29319,  99.70853,  10.00,  198.54192
79, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
80, 24688,  7.34536, -99.97374, -178.79523,  198.79523,  7.34536,  99.97374,  10.00,  198.79523,  7.24072,  99.6879,  10.00,  198.76352
81, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
82, 24686,  6.19236, -97.2563, -178.87604,  198.87604,  6.19236,  97.2563,  10.00,  198.87604,  6.08765,  96.97068,  10.00,  198.84502
83, 24689,  7.0347, -97.23516, -179.09888,  199.09888,  7.0347,  97.23516,  10.00,  199.09888,  6.93019,  96.94949,  10.00,  199.06758
84, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
85, 24690,  7.7925, -99.93713, -178.9249,  198.9249,  7.7925,  99.93713,  10.00,  198.9249,  7.68797,  99.6513,  10.00,  198.89307
86, 24688,  7.34536, -99.97374, -178.79523,  198.79523,  7.34536,  99.97374,  10.00,  198.79523,  7.24072,  99.6879,  10.00,  198.76352
87, 24689,  7.0347, -97.23516, -179.09888,  199.09888,  7.0347,  97.23516,  10.00,  199.09888,  6.93019,  96.94949,  10.00,  199.06758
88, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
89, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
90, 24687,  7.21276, -98.68702, -178.91922,  198.91922,  7.21276,  98.68702,  10.00,  198.91922,  7.10817,  98.40131,  10.00,  198.88774
91, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
92, 24690,  7.7925, -99.93713, -178.9249,  198.9249,  7.7925,  99.93713,  10.00,  198.9249,  7.68797,  99.6513,  10.00,  198.89307
93, 24689,  7.0347, -97.23516, -179.09888,  199.09888,  7.0347,  97.23516,  10.00,  199.09888,  6.93019,  96.94949,  10.00,  199.06758
94, 24692,  7.37021, -97.15313, -179.19089,  199.19089,  7.37021,  97.15313,  10.00,  199.19089,  7.26578,  96.86744,  10.00,  199.15955
95, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
96, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
97, 24693,  8.09361, -99.9047, -179.01854,  199.01854,  8.09361,  99.9047,  10.00,  199.01854,  7.98917,  99.61884,  10.00,  198.98665
98, 24690,  7.7925, -99.93713, -178.9249,  198.9249,  7.7925,  99.93713,  10.00,  198.9249,  7.68797,  99.6513,  10.00,  198.89307
99, 24692,  7.37021, -97.15313, -179.19089,  199.19089,  7.37021,  97.15313,  10.00,  199.19089,  7.26578,  96.86744,  10.00,  199.15955
100, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
101, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
102, 24691,  7.63211, -98.67508, -179.03746,  199.03746,  7.63211,  98.67508,  10.00,  199.03746,  7.52762,  98.38934,  10.00,  199.00584
103, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
104, 24693,  8.09361, -99.9047, -179.01854,  199.01854,  8.09361,  99.9047,  10.00,  199.01854,  7.98917,  99.61884,  10.00,  198.98665
105, 24692,  7.37021, -97.15313, -179.19089,  199.19089,  7.37021,  97.15313,  10.00,  199.19089,  7.26578,  96.86744,  10.00,  199.15955
106, 24695,  7.58809, -96.99567, -179.27374,  199.27374,  7.58809,  96.99567,  10.00,  199.27374,  7.48372,  96.71003,  10.00,  199.24234
107, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
108, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
109, 24696,  8.35048, -99.87219, -179.10219,  199.10219,  8.35048,  99.87219,  10.00,  199.10219,  8.24611,  99.5863,  10.00,  199.07024
110, 24693,  8.09361, -99.9047, -179.01854,  199.01854,  8.09361,  99.9047,  10.00,  199.01854,  7.98917,  99.61884,  10.00,  198.98665
111, 24695,  7.58809, -96.99567, -179.27374,  199.27374,  7.58809,  96.99567,  10.00,  199.27374,  7.48372,  96.71003,  10.00,  199.24234
112, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
113, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
114, 24694,  7.90179, -98.6597, -179.11609,  199.11609,  7.90179,  98.6597,  10.00,  199.11609,  7.79737,  98.37388,  10.00,  199.0844
115, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
116, 24696,  8.35048, -99.87219, -179.10219,  199.10219,  8.35048,  99.87219,  10.00,  199.10219,  8.24611,  99.5863,  10.00,  199.07024
117, 24695,  7.58809, -96.99567, -179.27374,  199.27374,  7.58809,  96.99567,  10.00,  199.27374,  7.48372,  96.71003,  10.00,  199.24234
118, 24698,  7.73809, -96.70914, -179.37393,  199.37393,  7.73809,  96.70914,  10.00,  199.37393,  7.6338,  96.42352,  10.00,  199.34253
119, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
120, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
121, 24699,  8.39055, -99.86681, -179.11545,  199.11545,  8.39055,  99.86681,  10.00,  199.11545,  8.28619,  99.58097,  10.00,  199.08348
122, 24696,  8.35048, -99.87219, -179.10219,  199.10219,  8.35048,  99.87219,  10.00,  199.10219,  8.24611,  99.5863,  10.00,  199.07024
123, 24698,  7.73809, -96.70914, -179.37393,  199.37393,  7.73809,  96.70914,  10.00,  199.37393,  7.6338,  96.42352,  10.00,  199.34253
124, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
125, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
126, 24697,  8.11162, -98.64229, -179.17889,  199.17889,  8.11162,  98.64229,  10.00,  199.17889,  8.00725,  98.35648,  10.00,  199.14716
127, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
128, 24699,  8.39055, -99.86681, -179.11545,  199.11545,  8.39055,  99.86681,  10.00,  199.11545,  8.28619,  99.58097,  10.00,  199.08348
129, 24698,  7.73809, -96.70914, -179.37393,  199.37393,  7.73809,  96.70914,  10.00,  199.37393,  7.6338,  96.42352,  10.00,  199.34253
130, 24701,  7.76843, -96.29256, -179.45808,  199.45808,  7.76843,  96.29256,  10.00,  199.45808,  7.6642,  96.00695,  10.00,  199.42673
131, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
132, 24702,  8.64053, -99.81828, -179.22551,  199.22551,  8.64053,  99.81828,  10.00,  199.22551,  8.53627,  99.53242,  10.00,  199.19347
133, 24699,  8.39055, -99.86681, -179.11545,  199.11545,  8.39055,  99.86681,  10.00,  199.11545,  8.28619,  99.58097,  10.00,  199.08348
134, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
135, 24703,  8.47986, -98.59517, -179.31082,  199.31082,  8.47986,  98.59517,  10.00,  199.31082,  8.37562,  98.30937,  10.00,  199.27896
136, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
137, 24701,  7.76843, -96.29256, -179.45808,  199.45808,  7.76843,  96.29256,  10.00,  199.45808,  7.6642,  96.00695,  10.00,  199.42673
138, 24702,  8.64053, -99.81828, -179.22551,  199.22551,  8.64053,  99.81828,  10.00,  199.22551,  8.53627,  99.53242,  10.00,  199.19347
139, 24700,  8.2495, -98.63007, -179.22037,  199.22037,  8.2495,  98.63007,  10.00,  199.22037,  8.14517,  98.34425,  10.00,  199.18857
140, 24703,  8.47986, -98.59517, -179.31082,  199.31082,  8.47986,  98.59517,  10.00,  199.31082,  8.37562,  98.30937,  10.00,  199.27896
141, 24703,  8.47986, -98.59517, -179.31082,  199.31082,  8.47986,  98.59517,  10.00,  199.31082,  8.37562,  98.30937,  10.00,  199.27896
142, 24701,  7.76843, -96.29256, -179.45808,  199.45808,  7.76843,  96.29256,  10.00,  199.45808,  7.6642,  96.00695,  10.00,  199.42673
143, 24704,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
144, 24702,  8.64053, -99.81828, -179.22551,  199.22551,  8.64053,  99.81828,  10.00,  199.22551,  8.53627,  99.53242,  10.00,  199.19347
145, 24703,  8.47986, -98.59517, -179.31082,  199.31082,  8.47986,  98.59517,  10.00,  199.31082,  8.37562,  98.30937,  10.00,  199.27896
146, 24705,  9.05867, -98.23886, -179.69135,  199.69135,  9.05867,  98.23886,  10.00,  199.69135,  8.95475,  97.95315,  10.00,  199.65938
147, 24705,  9.05867, -98.23886, -179.69135,  199.69135,  9.05867,  98.23886,  10.00,  199.69135,  8.95475,  97.95315,  10.00,  199.65938
148, 24703,  8.47986, -98.59517, -179.31082,  199.31082,  8.47986,  98.59517,  10.00,  199.31082,  8.37562,  98.30937,  10.00,  199.27896
149, 24704,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
150, 24702,  8.64053, -99.81828, -179.22551,  199.22551,  8.64053,  99.81828,  10.00,  199.22551,  8.53627,  99.53242,  10.00,  199.19347
151, 24705,  9.05867, -98.23886, -179.69135,  199.69135,  9.05867,  98.23886,  10.00,  199.69135,  8.95475,  97.95315,  10.00,  199.65938
152, 24706,  9.13821, -99.14281, -179.64275,  199.64275,  9.13821,  99.14281,  10.00,  199.64275,  9.0343,  98.85705,  10.00,  199.61066
153, 24705,  9.05867, -98.23886, -179.69135,  199.69135,  9.05867,  98.23886,  10.00,  199.69135,  8.95475,  97.95315,  10.00,  199.65938
154, 24704,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
155, 24707,  8.45531, -94.98693, -180.03218,  200.03218,  8.45531,  94.98693,  10.00,  200.03218,  8.35153,  94.70139,  10.00,  200.00078
156, 24708,  8.39601, -94.67161, -180.06731,  200.06731,  8.39601,  94.67161,  10.00,  200.06731,  8.29225,  94.38611,  10.00,  200.03596
157, 24709,  7.78177, -94.02703, -179.86713,  199.86713,  7.78177,  94.02703,  10.00,  199.86713,  7.67779,  93.74154,  10.00,  199.83604
158, 24710,  8.28831, -94.12138, -180.12845,  200.12845,  8.28831,  94.12138,  10.00,  200.12845,  8.18456,  93.83593,  10.00,  200.0972
159, 24708,  8.39601, -94.67161, -180.06731,  200.06731,  8.39601,  94.67161,  10.00,  200.06731,  8.29225,  94.38611,  10.00,  200.03596
160, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
161, 24709,  7.78177, -94.02703, -179.86713,  199.86713,  7.78177,  94.02703,  10.00,  199.86713,  7.67779,  93.74154,  10.00,  199.83604
162, 24712,  8.45531, -94.98693, -180.03218,  200.03218,  8.45531,  94.98693,  10.00,  200.03218,  8.35153,  94.70139,  10.00,  200.00078
163, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
164, 24708,  8.39601, -94.67161, -180.06731,  200.06731,  8.39601,  94.67161,  10.00,  200.06731,  8.29225,  94.38611,  10.00,  200.03596
165, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
166, 24713,  7.53503, -94.00179, -179.76289,  199.76289,  7.53503,  94.00179,  10.00,  199.76289,  7.43095,  93.71635,  10.00,  199.73189
167, 24709,  7.78177, -94.02703, -179.86713,  199.86713,  7.78177,  94.02703,  10.00,  199.86713,  7.67779,  93.74154,  10.00,  199.83604
168, 24712,  8.45531, -94.98693, -180.03218,  200.03218,  8.45531,  94.98693,  10.00,  200.03218,  8.35153,  94.70139,  10.00,  200.00078
169, 24714,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
170, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
171, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
172, 24715,  7.64818, -95.64103, -179.53258,  199.53258,  7.64818,  95.64103,  10.00,  199.53258,  7.54398,  95.35542,  10.00,  199.50133
173, 24713,  7.53503, -94.00179, -179.76289,  199.76289,  7.53503,  94.00179,  10.00,  199.76289,  7.43095,  93.71635,  10.00,  199.73189
174, 24714,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
175, 24715,  7.64818, -95.64103, -179.53258,  199.53258,  7.64818,  95.64103,  10.00,  199.53258,  7.54398,  95.35542,  10.00,  199.50133
176, 24711,  7.90623, -95.21313, -179.70996,  199.70996,  7.90623,  95.21313,  10.00,  199.70996,  7.80216,  94.92757,  10.00,  199.6787
177, 24716,  7.37453, -93.98677, -179.70857,  199.70857,  7.37453,  93.98677,  10.00,  199.70857,  7.2704,  93.70129,  10.00,  199.6776
178, 24713,  7.53503, -94.00179, -179.76289,  199.76289,  7.53503,  94.00179,  10.00,  199.76289,  7.43095,  93.71635,  10.00,  199.73189
179, 24715,  7.64818, -95.64103, -179.53258,  199.53258,  7.64818,  95.64103,  10.00,  199.53258,  7.54398,  95.35542,  10.00,  199.50133
180, 24714,  7.98655, -95.64439, -179.65398,  199.65398,  7.98655,  95.64439,  10.00,  199.65398,  7.88246,  95.35883,  10.00,  199.62265
